Time	Position	Velocity	Acceleration	Position	Velocity	Acceleration
1.34	0.240	0.073	-0.254	0.215	-0.096	0.101
1.36	0.241	0.064	-0.229	0.213	-0.077	0.554
1.38	0.242	0.060	-0.047	0.212	-0.058	0.336
1.40	0.243	0.065	0.004	0.211	-0.065	0.077
1.42	0.245	0.064	-0.098	0.209	-0.062	0.078
1.44	0.246	0.060	-0.195	0.208	-0.056	-0.119
1.46	0.247	0.056	-0.293	0.207	-0.070	-0.180
1.48	0.248	0.046	-0.273	0.205	-0.067	-0.022
1.50	0.249	0.042	-0.119	0.204	-0.066	0.016
1.52	0.250	0.044	-0.096	0.203	-0.079	0.482
1.54	0.251	0.041	-0.214	0.200	-0.041	0.712
1.56	0.252	0.036	-0.330	0.202	-0.027	0.016
1.58	0.252	0.025	-0.298	0.200	-0.067	0.280
1.60	0.252	0.021	-0.126	0.197	-0.020	0.699
1.62	0.253	0.023	-0.081	0.200	-0.001	-0.256
1.64	0.253	0.020	-0.181	0.199	-0.059	0.003
1.66	0.254	0.016	-0.300	0.196	-0.036	1.606
1.68	0.254	0.008	-0.369	0.196	0.045	1.553
1.70	0.254	-0.002	-0.305	0.199	0.061	-0.116
1.72	0.254	-0.006	-0.164	0.199	0.023	-1.178
1.74	0.254	-0.006	-0.112	0.200	-0.003	-1.275
1.76	0.254	-0.009	-0.161	0.200	-0.051	-0.122
1.78	0.253	-0.013	-0.233	0.196	-0.022	1.564
1.80	0.253	-0.017	-0.349	0.198	0.043	1.805
1.82	0.253	-0.028	-0.399	0.199	0.080	0.719
1.84	0.252	-0.036	-0.296	0.203	0.057	0.100
1.86	0.251	-0.039	-0.214	0.200	0.057	0.591
1.88	0.251	-0.047	-0.060	0.204	0.101	0.302
1.90	0.249	-0.040	0.032	0.206	0.080	-0.390
1.92	0.249	-0.037	-0.220	0.207	0.069	-0.399
1.94	0.248	-0.053	-0.326	0.208	0.061	-0.289
1.96	0.247	-0.057	-0.161	0.209	0.061	-0.209
1.98	0.246	-0.055	-0.123	0.211	0.059	-0.299
2.00	0.245	-0.060	-0.176	0.212	0.025	0.543
2.02	0.243	-0.064	-0.207	0.210	0.076	1.463
2.04	0.242	-0.067	-0.252	0.216	0.126	0.517
2.06	0.241	-0.075	-0.219	0.217	0.098	-0.497
2.08	0.239	-0.079	-0.069	0.219	0.086	-0.604
2.10	0.238	-0.077	0.040	0.221	0.055	0.186
2.12	0.236	-0.074	0.018	0.220	0.092	1.056
2.14	0.235	-0.075	-0.092	0.224	0.131	0.428
2.16	0.233	-0.078	-0.179	0.226	0.111	-0.365
2.18	0.232	-0.084	-0.151	0.228	0.099	-0.443
2.20	0.230	-0.087	-0.015	0.230	0.092	-0.346
2.22	0.228	-0.083	0.047	0.232	0.085	-0.222
2.24	0.226	-0.082	-0.029	0.233	0.086	-0.215
2.26	0.225	-0.083	-0.217	0.236	0.084	-0.447
2.28	0.223	-0.090	-0.382	0.238	0.048	0.089
2.30	0.221	-0.100	-0.324	0.236	0.085	0.731
2.32	0.220	-0.123	0.540	0.241	0.116	-0.156
2.34	0.215	-0.078	1.290	0.243	0.053	-0.147
2.36	0.216	-0.034	0.432	0.241	0.091	0.584
2.38	0.215	-0.063	-0.409	0.247	0.122	-0.405
2.40	0.213	-0.071	-0.363	0.248	0.052	-0.498
2.42	0.212	-0.080	-0.074	0.246	0.077	0.288
2.44	0.210	-0.074	0.250	0.251	0.106	-0.583
2.46	0.209	-0.063	0.232	0.252	0.059	-1.487
2.48	0.208	-0.063	0.114	0.254	0.001	-0.479
2.50	0.206	-0.062	0.129	0.251	0.013	1.613
2.52	0.205	-0.058	0.150	0.252	0.114	1.604
2.54	0.204	-0.055	0.168	0.258	0.125	-0.596
2.56	0.203	-0.053	0.252	0.259	0.061	-1.668
2.58	0.202	-0.045	0.289	0.259	0.029	-1.315
2.60	0.201	-0.039	0.230	0.260	-0.005	-0.242
2.62	0.200	-0.035	0.149	0.257	0.026	0.539
2.64	0.200	-0.033	0.075	0.261	0.055	-0.298
2.66	0.199	-0.035	0.131	0.262	-0.007	-0.340
2.68	0.198	-0.030	0.297	0.259	0.020	0.438
2.70	0.198	-0.019	0.299	0.263	0.044	-0.112
2.72	0.198	-0.017	0.234	0.262	0.011	-0.487
2.74	0.197	-0.013	0.317	0.262	0.012	-0.419
2.76	0.197	-0.004	0.397	0.263	0.002	-0.648
2.78	0.197	0.006	0.347	0.262	-0.014	-0.809
2.80	0.197	0.011	0.241	0.262	-0.029	-0.911
2.82	0.198	0.013	0.235	0.262	-0.073	-0.093
2.84	0.198	0.020	0.232	0.257	-0.036	0.624
2.86	0.198	0.025	0.108	0.260	0.004	-0.751
2.88	0.199	0.023	0.071	0.260	-0.055	-2.420
2.90	0.199	0.023	0.246	0.259	-0.178	-0.505
2.92	0.200	0.034	0.382	0.248	-0.087	2.112
2.94	0.201	0.043	0.300	0.257	-0.026	1.760
2.96	0.202	0.046	0.165	0.248	-0.018	1.034
2.98	0.203	0.048	0.130	0.255	0.043	-0.975
3.00	0.203	0.050	0.197	0.254	-0.078	-1.920
3.02	0.204	0.056	0.259	0.249	-0.078	-0.763
3.04	0.206	0.062	0.221	0.251	-0.087	-0.283
3.06	0.207	0.065	0.164	0.246	-0.109	0.917
3.08	0.208	0.068	0.118	0.244	-0.032	1.019
3.10	0.210	0.070	0.071	0.246	-0.024	-0.724
3.12	0.211	0.072	-0.018	0.245	-0.080	-1.574
3.14	0.213	0.067	-0.014	0.243	-0.136	-0.330
3.16	0.214	0.068	0.183	0.237	-0.095	1.099
3.18	0.215	0.075	0.355	0.239	-0.043	0.450
3.20	0.216	0.085	0.350	0.237	-0.075	-0.457
3.22	0.219	0.094	0.086	0.235	-0.086	-0.381
3.24	0.221	0.088	-0.138	0.234	-0.089	-0.225
3.26	0.222	0.083	-0.110	0.232	-0.091	-0.172
3.28	0.224	0.082	-0.007	0.230	-0.095	-0.244
3.30	0.226	0.083	0.089	0.228	-0.098	-0.441
3.32	0.227	0.088	0.074	0.226	-0.107	-0.695
3.34	0.229	0.088	-0.040	0.225	-0.146	-0.014
3.36	0.231	0.086	-0.122	0.219	-0.130	1.517
3.38	0.233	0.082	-0.128	0.218	-0.053	1.589
3.40	0.234	0.079	-0.064	0.218	-0.034	0.195
3.42	0.236	0.080	-0.025	0.218	-0.063	-0.541
3.44	0.237	0.079	-0.040	0.215	-0.076	-0.362
3.46	0.239	0.080	-0.112	0.214	-0.077	-0.068
3.48	0.240	0.076	-0.256	0.212	-0.075	0.080
3.50	0.242	0.066	-0.228	0.211	-0.068	-0.118
3.52	0.243	0.064	-0.041	0.210	-0.079	-0.344
3.54	0.244	0.068	-0.035	0.208	-0.081	-0.558
3.56	0.246	0.065	-0.154	0.207	-0.115	-0.074
3.58	0.247	0.061	-0.257	0.202	-0.085	0.658
3.60	0.248	0.053	-0.275	0.205	-0.093	1.465
3.62	0.249	0.047	-0.146	0.197	-0.036	2.372
3.64	0.250	0.049	-0.098	0.203	0.064	0.447
3.66	0.251	0.046	-0.208	0.203	-0.007	-1.916
3.68	0.252	0.041	-0.353	0.202	-0.056	-2.117
3.70	0.253	0.033	-0.470	0.202	-0.133	-0.211
3.72	0.253	0.015	-0.274	0.194	-0.104	3.275
3.74	0.253	0.018	0.085	0.194	0.073	3.237
3.76	0.254	0.028	0.035	0.200	0.103	-0.245
3.78	0.255	0.023	-0.210	0.201	0.018	-1.903
3.80	0.255	0.017	-0.360	0.200	-0.039	-0.673
3.82	0.255	0.009	-0.479	0.197	-0.006	0.797
3.84	0.255	-0.005	-0.415	0.200	0.043	0.286
3.86	0.255	-0.013	-0.131	0.201	-0.010	0.162
3.88	0.255	-0.007	-0.001	0.197	0.024	0.847
3.90	0.255	-0.006	-0.192	0.202	0.067	-0.111
3.92	0.255	-0.016	-0.364	0.202	0.027	-1.142
3.94	0.254	-0.025	-0.357	0.204	-0.047	0.561
3.96	0.253	-0.032	-0.252	0.197	0.040	2.512
3.98	0.253	-0.034	-0.161	0.205	0.144	0.691
4.00	0.252	-0.036	-0.171	0.206	0.077	-1.661
4.02	0.251	-0.041	-0.197	0.208	0.009	-1.123
4.04	0.250	-0.044	-0.235	0.205	0.027	0.016
4.06	0.250	-0.049	-0.329	0.210	0.013	1.118
4.08	0.249	-0.058	-0.432	0.204	0.075	1.885
4.10	0.247	-0.066	-0.476	0.213	0.125	0.934
4.12	0.246	-0.075	-0.463	0.210	0.102	0.288
4.14	0.245	-0.104	0.310	0.216	0.131	-0.149
4.16	0.240	-0.064	1.040	0.217	0.100	-0.589
4.18	0.242	-0.025	0.151	0.219	0.096	-0.441
4.20	0.241	-0.061	-0.662	0.221	0.083	-0.301
4.22	0.239	-0.076	-0.446	0.222	0.079	0.067
4.24	0.238	-0.077	-0.197	0.223	0.090	0.214
4.26	0.236	-0.079	-0.098	0.226	0.095	0.024
4.28	0.234	-0.079	-0.124	0.228	0.087	-0.041
4.30	0.233	-0.082	-0.219	0.229	0.089	0.085
4.32	0.231	-0.093	-0.076	0.231	0.094	0.086
4.34	0.229	-0.088	0.171	0.233	0.094	-0.011
4.36	0.228	-0.080	0.123	0.235	0.092	-0.058
4.38	0.226	-0.081	-0.033	0.237	0.093	-0.157
4.40	0.224	-0.084	-0.085	0.239	0.085	-0.254
4.42	0.223	-0.085	-0.107	0.240	0.083	-0.410
4.44	0.221	-0.089	-0.052	0.242	0.077	-0.847
4.46	0.219	-0.091	0.180	0.244	0.049	-1.050
4.48	0.217	-0.080	0.307	0.245	0.005	0.099
4.50	0.216	-0.073	0.153	0.243	0.032	1.982
4.52	0.214	-0.073	-0.028	0.244	0.133	1.629
4.54	0.213	-0.076	-0.105	0.250	0.141	-0.684
4.56	0.211	-0.082	0.048	0.251	0.075	-1.709
4.58	0.209	-0.076	0.275	0.252	0.022	-0.521
4.60	0.208	-0.066	0.246	0.250	0.059	0.554
4.62	0.207	-0.064	0.131	0.255	0.095	-0.471
4.64	0.206	-0.063	0.106	0.256	0.044	-1.680
4.66	0.204	-0.060	0.112	0.257	-0.015	-1.016
4.68	0.203	-0.058	0.113	0.254	-0.016	0.573
4.70	0.202	-0.057	0.193	0.255	0.026	1.349
4.72	0.201	-0.052	0.360	0.255	0.067	0.474
4.74	0.200	-0.040	0.402	0.260	0.048	-0.637
4.76	0.199	-0.032	0.269	0.257	0.027	-0.863
4.78	0.199	-0.029	0.110	0.261	0.005	-0.664
4.80	0.198	-0.031	0.109	0.257	0.004	-0.470
4.82	0.197	-0.029	0.289	0.261	-0.002	-0.646
4.84	0.197	-0.017	0.352	0.258	-0.048	0.242
4.86	0.197	-0.011	0.246	0.257	-0.005	1.498
4.88	0.197	-0.009	0.208	0.257	0.054	0.883
4.90	0.196	-0.003	0.185	0.261	0.053	-0.784
4.92	0.197	-0.001	0.149	0.260	-0.002	-1.448
4.94	0.196	0.000	0.251	0.260	-0.029	-0.988
4.96	0.197	0.009	0.364	0.258	-0.035	-0.608
4.98	0.197	0.017	0.356	0.259	-0.040	-0.656
5.00	0.197	0.025	0.227	0.258	-0.080	-0.082
5.02	0.198	0.026	0.123	0.253	-0.045	0.532
5.04	0.198	0.026	0.220	0.256	-0.019	-0.382
5.06	0.199	0.034	0.346	0.255	-0.090	-0.174
5.08	0.200	0.042	0.355	0.250	-0.050	0.925
5.10	0.200	0.050	0.265	0.253	-0.006	0.116
5.12	0.202	0.054	0.135	0.252	-0.044	-0.814
5.14	0.203	0.054	0.075	0.251	-0.062	-0.869
5.16	0.204	0.053	0.191	0.249	-0.077	-0.810
5.18	0.205	0.061	0.330	0.248	-0.090	-0.767
5.20	0.206	0.071	0.237	0.246	-0.125	-0.017
5.22	0.208	0.072	0.070	0.241	-0.092	0.784
5.24	0.209	0.071	0.051	0.243	-0.078	0.833
5.26	0.210	0.073	0.122	0.238	-0.059	0.739
5.28	0.212	0.075	0.216	0.240	-0.029	-0.201
5.30	0.213	0.082	0.267	0.238	-0.073	-0.835
5.32	0.215	0.089	0.164	0.236	-0.087	-0.415
5.34	0.217	0.088	0.063	0.234	-0.085	-0.090
5.36	0.219	0.090	0.032	0.233	-0.082	-0.064
5.38	0.221	0.091	-0.040	0.231	-0.089	-0.037
5.40	0.223	0.087	-0.042	0.229	-0.086	0.065
5.42	0.224	0.086	0.092	0.228	-0.084	0.070
5.44	0.226	0.092	0.156	0.226	-0.081	-0.022
5.46	0.228	0.096	0.044	0.225	-0.083	-0.187
5.48	0.230	0.094	-0.088	0.223	-0.095	-0.118
5.50	0.232	0.092	-0.177	0.220	-0.086	-0.094
5.52	0.234	0.085	-0.142	0.220	-0.088	-0.397
5.54	0.235	0.084	-0.006	0.218	-0.128	0.366
5.56	0.237	0.087	0.019	0.213	-0.083	1.389
5.58	0.239	0.086	-0.044	0.214	-0.025	0.445
5.60	0.240	0.085	-0.122	0.214	-0.059	-0.739
5.62	0.242	0.082	-0.232	0.212	-0.106	0.112
5.64	0.244	0.074	-0.251	0.207	-0.054	0.946
5.66	0.245	0.069	-0.119	0.210	-0.018	-0.133
5.68	0.246	0.071	-0.045	0.209	-0.062	-1.015
5.70	0.248	0.071	-0.132	0.208	-0.120	0.560
5.72	0.249	0.066	-0.232	0.200	-0.040	2.085
5.74	0.250	0.061	-0.324	0.207	0.040	0.454
5.76	0.252	0.052	-0.352	0.206	-0.026	-1.050
5.78	0.252	0.043	-0.208	0.205	-0.066	-0.006
5.80	0.253	0.043	-0.071	0.201	-0.022	0.910
5.82	0.254	0.045	-0.121	0.204	0.024	-0.389
5.84	0.255	0.041	-0.283	0.204	-0.028	-2.062
5.86	0.256	0.032	-0.401	0.204	-0.106	-1.457
5.88	0.257	0.021	-0.345	0.199	-0.138	1.557
5.90	0.257	0.016	-0.179	0.195	-0.041	4.274
5.92	0.257	0.017	-0.167	0.196	0.116	3.123
5.94	0.257	0.012	-0.284	0.203	0.136	-0.560
5.96	0.258	0.005	-0.359	0.204	0.044	-2.160
5.98	0.258	-0.003	-0.399	0.203	0.001	-1.317
6.00	0.258	-0.013	-0.344	0.203	-0.022	0.379
6.02	0.257	-0.017	-0.308	0.201	0.029	1.462
6.04	0.257	-0.019	-0.507	0.205	0.078	0.620
6.06	0.257	-0.034	-0.740	0.206	0.056	-0.415
6.08	0.256	-0.073	0.035	0.207	0.035	-0.408
6.10	0.252	-0.036	0.885	0.206	0.038	-0.155
6.12	0.255	0.000	0.118	0.209	0.036	-0.024
6.14	0.253	-0.034	-0.598	0.208	0.019	0.790
6.16	0.253	-0.044	-0.498	0.208	0.074	1.245
6.18	0.252	-0.052	-0.379	0.212	0.101	0.285
6.20	0.251	-0.056	-0.330	0.213	0.075	-0.368
6.22	0.249	-0.063	-0.384	0.214	0.075	-0.621
6.24	0.248	-0.074	-0.322	0.216	0.059	-1.003
6.26	0.246	-0.080	-0.091	0.217	0.032	-1.008
6.28	0.245	-0.076	0.032	0.218	-0.025	0.745
6.30	0.243	-0.075	-0.048	0.212	0.064	2.315
6.32	0.242	-0.077	-0.165	0.221	0.144	0.683
6.34	0.240	-0.081	-0.280	0.222	0.068	-0.152
6.36	0.239	-0.091	-0.256	0.221	0.095	0.658
6.38	0.236	-0.095	-0.074	0.226	0.131	0.127
6.40	0.235	-0.092	0.009	0.228	0.106	-0.605
6.42	0.233	-0.091	-0.054	0.229	0.088	-0.631
6.44	0.231	-0.093	-0.149	0.231	0.077	-0.398
6.46	0.229	-0.100	-0.109	0.233	0.072	-0.149
6.48	0.227	-0.101	0.099	0.234	0.076	-0.108
6.50	0.225	-0.093	0.176	0.236	0.075	-0.330
6.52	0.223	-0.090	0.035	0.238	0.045	0.094
6.54	0.222	-0.093	-0.073	0.236	0.078	0.545
6.56	0.220	-0.095	-0.069	0.241	0.100	-0.296
6.58	0.218	-0.097	0.016	0.242	0.042	-0.207
6.60	0.216	-0.096	0.162	0.240	0.073	0.601
6.62	0.214	-0.088	0.211	0.245	0.097	0.195
6.64	0.212	-0.085	0.163	0.245	0.079	-0.178
6.66	0.210	-0.082	0.103	0.248	0.082	-0.294
6.68	0.209	-0.080	0.023	0.249	0.068	-0.380
6.70	0.207	-0.083	0.072	0.250	0.064	-0.354
6.72	0.206	-0.081	0.286	0.252	0.058	-0.552
6.74	0.204	-0.071	0.440	0.253	0.045	-0.773
6.76	0.203	-0.058	0.321	0.254	0.025	-0.754
6.78	0.202	-0.055	0.068	0.254	-0.012	0.351
6.80	0.201	-0.060	0.040	0.251	0.040	1.323
6.82	0.199	-0.058	0.203	0.256	0.087	0.322
6.84	0.198	-0.051	0.335	0.257	0.050	-0.667
6.86	0.197	-0.041	0.341	0.257	0.034	-0.598
6.88	0.197	-0.037	0.296	0.258	0.027	-0.426
6.90	0.196	-0.030	0.259	0.258	0.022	-0.383
6.92	0.196	-0.024	0.143	0.259	0.010	-0.340
6.94	0.195	-0.028	0.194	0.259	0.009	-0.380
6.96	0.194	-0.021	0.432	0.259	0.002	-0.651
6.98	0.194	-0.005	0.454	0.259	-0.018	-0.785
7.00	0.194	0.002	0.278	0.259	-0.055	0.126
7.02	0.194	0.003	0.186	0.255	-0.013	0.925
7.04	0.194	0.009	0.139	0.258	0.026	-0.130
7.06	0.195	0.007	0.179	0.258	-0.017	-1.234
7.08	0.194	0.012	0.366	0.258	-0.065	-0.594
7.10	0.195	0.024	0.456	0.254	-0.043	0.328
7.12	0.195	0.034	0.399	0.256	-0.033	0.474
7.14	0.196	0.041	0.264	0.253	-0.027	0.565
7.16	0.197	0.045	0.122	0.255	0.006	-0.128
7.18	0.198	0.044	0.098	0.255	-0.031	-0.852
7.20	0.199	0.045	0.249	0.253	-0.048	-0.715
7.22	0.200	0.056	0.327	0.252	-0.058	-0.516
7.24	0.201	0.061	0.266	0.251	-0.065	-0.337
7.26	0.202	0.066	0.219	0.250	-0.083	0.227
7.28	0.204	0.071	0.103	0.246	-0.055	0.592
7.30	0.205	0.068	0.092	0.248	-0.029	-0.365
7.32	0.206	0.070	0.283	0.246	-0.068	-1.259
7.34	0.208	0.082	0.344	0.245	-0.115	-0.555
7.36	0.210	0.088	0.201	0.241	-0.115	1.201
7.38	0.211	0.090	0.045	0.239	-0.032	1.448
7.40	0.213	0.090	-0.086	0.241	-0.017	-0.123
7.42	0.215	0.083	-0.032	0.240	-0.061	-0.811
7.44	0.216	0.085	0.175	0.238	-0.072	-0.483
7.46	0.218	0.094	0.208	0.236	-0.073	-0.274
7.48	0.220	0.096	0.126	0.235	-0.078	-0.245
7.50	0.222	0.098	0.049	0.233	-0.084	-0.272
7.52	0.224	0.099	-0.070	0.232	-0.088	-0.526
7.54	0.226	0.093	-0.080	0.230	-0.091	-1.485
7.56	0.228	0.093	0.039	0.228	-0.127	-2.964
7.58	0.230	0.097	0.072	0.227	-0.247	-2.443
7.60	0.232	0.098	-0.009	0.217	-0.305	1.622
7.62	0.234	0.097	-0.129	0.210	-0.164	4.957
7.64	0.236	0.092	-0.221	0.211	-0.027	4.473
7.66	0.238	0.085	-0.167	0.211	0.035	2.497
7.68	0.239	0.084	-0.029	0.212	0.091	-0.327
7.70	0.241	0.087	-0.026	0.218	-0.009	-1.703
7.72	0.243	0.085	-0.135	0.210	-0.034	-0.649
7.74	0.244	0.081	-0.240	0.214	0.014	-1.367
7.76	0.246	0.075	-0.333	0.214	-0.067	-2.567
7.78	0.247	0.067	-0.414	0.212	-0.163	-0.634
7.80	0.249	0.059	-0.444	0.205	-0.135	2.968
7.82	0.250	0.052	-0.483	0.204	0.038	3.016
7.84	0.251	0.022	0.178	0.210	0.055	-0.129
7.86	0.249	0.056	0.864	0.208	-0.022	-1.188
7.88	0.253	0.091	0.068	0.207	-0.031	-0.493
7.90	0.255	0.057	-0.683	0.206	-0.024	-0.270
7.92	0.255	0.042	-0.539	0.206	-0.029	-0.550
7.94	0.256	0.037	-0.343	0.206	-0.051	-0.575
7.96	0.257	0.033	-0.298	0.205	-0.071	0.298
7.98	0.257	0.026	-0.349	0.202	-0.055	1.715
8.00	0.258	0.019	-0.394	0.201	0.029	1.618
8.02	0.258	0.008	-0.330	0.204	0.052	-0.264
8.04	0.258	0.003	-0.170	0.205	-0.003	-1.212
8.06	0.258	0.005	-0.162	0.204	-0.050	0.083
8.08	0.258	-0.001	-0.273	0.200	0.006	1.184
8.10	0.258	-0.008	-0.334	0.205	0.052	0.088
8.12	0.258	-0.015	-0.362	0.205	0.004	-0.761
8.14	0.258	-0.024	-0.320	0.204	-0.031	0.516
8.16	0.257	-0.029	-0.223	0.201	0.029	1.599
8.18	0.256	-0.031	-0.201	0.206	0.085	0.437
8.20	0.256	-0.035	-0.257	0.207	0.053	-1.289
8.22	0.255	-0.041	-0.335	0.208	0.012	-1.943
8.24	0.254	-0.050	-0.333	0.207	-0.025	-1.909
8.26	0.253	-0.057	-0.214	0.209	-0.141	1.415
8.28	0.252	-0.057	-0.149	0.195	0.008	5.366
8.30	0.251	-0.060	-0.210	0.208	0.220	2.924
8.32	0.249	-0.064	-0.378	0.211	0.152	-1.024
8.34	0.248	-0.073	-0.594	0.213	0.099	-1.825
8.36	0.247	-0.091	-0.557	0.214	0.059	-1.406
8.38	0.245	-0.116	0.318	0.215	0.051	-0.851
8.40	0.241	-0.075	0.964	0.216	0.040	-0.742
8.42	0.242	-0.044	0.178	0.218	-0.022	1.005
8.44	0.240	-0.072	-0.511	0.212	0.077	2.650
8.46	0.239	-0.082	-0.461	0.221	0.169	0.691
8.48	0.237	-0.089	-0.349	0.222	0.093	-0.915
8.50	0.235	-0.096	-0.182	0.223	0.083	-0.499
8.52	0.233	-0.098	0.030	0.225	0.082	-0.205
8.54	0.231	-0.092	0.101	0.227	0.080	-0.046
8.56	0.229	-0.089	-0.069	0.228	0.081	-0.023
8.58	0.228	-0.094	-0.350	0.230	0.080	-0.060
8.60	0.226	-0.102	-0.576	0.232	0.078	-0.066
8.62	0.224	-0.120	-0.503	0.233	0.077	-0.047
8.64	0.221	-0.148	0.607	0.235	0.076	-0.103
8.66	0.216	-0.091	1.462	0.236	0.076	-0.275
8.68	0.218	-0.050	0.614	0.238	0.071	-0.592
8.70	0.215	-0.072	-0.134	0.240	0.031	-0.035
8.72	0.214	-0.071	-0.268	0.237	0.066	0.700
8.74	0.213	-0.083	-0.264	0.243	0.094	0.053
8.76	0.211	-0.086	-0.006	0.243	0.047	0.153
8.78	0.209	-0.082	0.173	0.242	0.087	0.588
8.80	0.208	-0.076	0.236	0.247	0.111	-0.694
8.82	0.206	-0.070	0.180	0.248	0.062	-1.964
8.84	0.205	-0.068	0.054	0.249	0.009	-2.012
8.86	0.204	-0.071	0.042	0.249	-0.066	0.138
8.88	0.202	-0.069	0.181	0.244	0.007	2.568
8.90	0.201	-0.062	0.283	0.249	0.098	2.112
8.92	0.199	-0.056	0.303	0.249	0.119	0.191
8.94	0.198	-0.051	0.350	0.255	0.107	-1.787
8.96	0.197	-0.040	0.293	0.255	0.008	-1.887
8.98	0.197	-0.037	0.152	0.253	-0.012	-0.039
9.00	0.196	-0.039	0.251	0.253	0.048	0.218
9.02	0.195	-0.028	0.400	0.257	0.024	-0.600
9.04	0.195	-0.020	0.413	0.255	-0.018	0.178
9.06	0.194	-0.010	0.344	0.254	0.020	1.353
9.08	0.194	-0.004	0.176	0.255	0.076	0.832
9.10	0.194	-0.006	0.131	0.259	0.074	-0.687
9.12	0.194	-0.002	0.242	0.259	0.023	-1.207
9.14	0.194	0.005	0.344	0.259	0.007	-0.816
9.16	0.194	0.013	0.371	0.259	-0.002	-0.584
9.18	0.195	0.021	0.320	0.259	-0.012	-0.522
9.20	0.195	0.027	0.215	0.258	-0.021	-0.593
9.22	0.196	0.028	0.193	0.258	-0.039	-0.483
9.24	0.196	0.032	0.297	0.257	-0.045	-0.132
