Time	Position	Velocity	Acceleration	Position	Velocity	Acceleration
1.02	0.184	0.030	0.445	0.273	-0.031	-0.474
1.04	0.185	0.044	0.471	0.272	-0.033	-0.480
1.06	0.186	0.053	0.333	0.271	-0.044	-0.690
1.08	0.187	0.056	0.242	0.270	-0.061	-0.821
1.10	0.188	0.060	0.251	0.269	-0.097	-0.187
1.12	0.189	0.065	0.334	0.265	-0.069	0.471
1.14	0.190	0.076	0.319	0.267	-0.041	-0.337
1.16	0.192	0.080	0.215	0.265	-0.103	-0.382
1.18	0.194	0.080	0.298	0.261	-0.083	0.590
1.20	0.195	0.092	0.369	0.262	-0.042	0.073
1.22	0.197	0.099	0.249	0.261	-0.072	-0.758
1.24	0.199	0.101	0.154	0.258	-0.098	-0.587
1.26	0.201	0.105	0.106	0.256	-0.099	-0.208
1.28	0.204	0.104	0.127	0.255	-0.096	-0.213
1.30	0.205	0.107	0.276	0.253	-0.107	-0.283
1.32	0.208	0.116	0.367	0.250	-0.112	-0.174
1.34	0.210	0.126	0.259	0.248	-0.111	-0.162
1.36	0.213	0.129	0.012	0.246	-0.116	-0.217
1.38	0.215	0.124	-0.151	0.243	-0.122	-0.170
1.40	0.218	0.120	-0.123	0.241	-0.125	-0.044
1.42	0.220	0.115	0.101	0.238	-0.122	-0.001
1.44	0.222	0.125	0.250	0.236	-0.122	-0.100
1.46	0.225	0.134	-0.060	0.233	-0.127	-0.202
1.48	0.228	0.126	-0.504	0.231	-0.129	-0.421
1.50	0.230	0.110	-0.648	0.228	-0.140	-0.652
1.52	0.233	0.075	0.286	0.226	-0.156	-0.627
1.54	0.232	0.121	1.144	0.223	-0.203	0.885
1.56	0.238	0.166	0.107	0.214	-0.117	2.005
1.58	0.240	0.124	-0.900	0.218	-0.049	0.066
1.60	0.243	0.088	-0.244	0.216	-0.121	-1.497
1.62	0.242	0.116	0.399	0.214	-0.189	0.225
1.64	0.247	0.138	-0.293	0.205	-0.112	2.063
1.66	0.249	0.101	-0.869	0.209	-0.034	0.888
1.68	0.251	0.069	-0.067	0.206	-0.079	-0.429
1.70	0.250	0.101	0.678	0.205	-0.084	-0.458
1.72	0.255	0.131	-0.018	0.203	-0.099	-0.253
1.74	0.257	0.099	-0.771	0.200	-0.090	-0.063
1.76	0.259	0.080	-0.679	0.200	-0.093	-0.179
1.78	0.260	0.069	-0.345	0.198	-0.122	0.673
1.80	0.262	0.070	-0.160	0.193	-0.069	1.558
1.82	0.263	0.067	-0.242	0.195	-0.018	0.676
1.84	0.264	0.062	-0.399	0.194	-0.044	-0.184
1.86	0.265	0.050	-0.510	0.192	-0.050	-0.021
1.88	0.266	0.038	-0.459	0.192	-0.043	0.185
1.90	0.267	0.031	-0.339	0.191	-0.038	0.267
1.92	0.268	0.027	-0.310	0.190	-0.033	0.317
1.94	0.268	0.018	-0.292	0.190	-0.026	0.358
1.96	0.268	0.016	-0.391	0.189	-0.018	0.373
1.98	0.269	0.009	-0.726	0.189	-0.011	0.398
2.00	0.269	-0.015	-0.850	0.188	-0.002	0.415
2.02	0.268	-0.047	-0.040	0.189	0.005	0.424
2.04	0.265	-0.015	0.660	0.189	0.015	0.453
2.06	0.268	0.012	-0.062	0.189	0.026	0.376
2.08	0.267	-0.019	-0.815	0.190	0.030	0.274
2.10	0.267	-0.041	-0.699	0.191	0.035	0.266
2.12	0.265	-0.050	-0.347	0.191	0.040	0.293
2.14	0.265	-0.050	-0.188	0.192	0.047	0.304
2.16	0.263	-0.054	-0.215	0.193	0.054	0.252
2.18	0.263	-0.056	-0.355	0.194	0.054	0.354
2.20	0.261	-0.068	-0.482	0.195	0.064	0.619
2.22	0.260	-0.080	-0.421	0.197	0.087	0.504
2.24	0.258	-0.087	-0.265	0.199	0.090	0.118
2.26	0.256	-0.089	-0.141	0.200	0.085	-0.028
2.28	0.255	-0.090	-0.166	0.202	0.086	-0.117
2.30	0.253	-0.096	-0.216	0.204	0.086	-0.301
2.32	0.251	-0.099	-0.242	0.206	0.080	-0.517
2.34	0.249	-0.103	-0.359	0.208	0.024	0.893
2.36	0.247	-0.115	-0.451	0.203	0.113	2.146
2.38	0.244	-0.121	-0.534	0.213	0.194	-0.123
2.40	0.242	-0.131	-0.697	0.215	0.107	-2.170
2.42	0.240	-0.165	-0.153	0.217	0.017	-0.454
2.44	0.234	-0.156	1.043	0.212	0.065	2.424
2.46	0.232	-0.090	0.845	0.218	0.198	1.877
2.48	0.232	-0.093	-0.541	0.225	0.159	0.188
2.50	0.230	-0.155	-0.222	0.223	0.159	0.168
2.52	0.224	-0.119	0.836	0.230	0.184	-0.453
2.54	0.225	-0.079	0.214	0.232	0.142	-0.894
2.56	0.222	-0.111	-0.471	0.235	0.129	-0.545
2.58	0.220	-0.118	-0.378	0.237	0.121	-0.174
2.60	0.217	-0.125	-0.190	0.240	0.126	0.022
2.62	0.215	-0.127	0.118	0.243	0.128	-0.103
2.64	0.212	-0.119	0.314	0.245	0.121	-0.199
2.66	0.210	-0.110	0.256	0.247	0.116	-0.132
2.68	0.208	-0.105	0.014	0.250	0.117	-0.101
2.70	0.206	-0.111	-0.114	0.252	0.114	-0.179
2.72	0.203	-0.117	0.116	0.254	0.109	-0.224
2.74	0.201	-0.109	0.437	0.256	0.105	-0.265
2.76	0.199	-0.095	0.517	0.258	0.099	-0.313
2.78	0.197	-0.081	0.216	0.260	0.091	-0.294
2.80	0.196	-0.084	-0.141	0.262	0.087	-0.279
2.82	0.194	-0.091	-0.199	0.264	0.079	-0.203
2.84	0.193	-0.109	0.481	0.265	0.080	-0.200
2.86	0.188	-0.074	1.211	0.267	0.077	-0.515
2.88	0.190	-0.031	0.668	0.268	0.062	-0.942
2.90	0.188	-0.047	0.060	0.270	0.036	-1.120
2.92	0.187	-0.046	0.116	0.270	-0.001	-0.517
2.94	0.186	-0.039	0.118	0.269	0.007	0.497
2.96	0.186	-0.041	0.177	0.270	0.053	0.211
2.98	0.185	-0.039	0.497	0.273	0.002	0.287
3.00	0.184	-0.016	0.598	0.267	0.043	1.000
3.02	0.184	-0.006	0.304	0.274	0.099	-0.574
3.04	0.184	-0.007	0.107	0.275	0.019	-1.954
3.06	0.184	-0.006	0.134	0.275	0.023	-0.664
3.08	0.184	-0.006	0.403	0.270	-0.007	0.714
3.10	0.184	0.008	0.750	0.275	0.034	0.068
3.12	0.184	0.033	0.681	0.274	-0.004	-0.789
3.14	0.185	0.043	0.257	0.274	-0.020	-0.795
3.16	0.186	0.036	0.131	0.273	-0.035	-0.673
3.18	0.186	0.044	0.209	0.272	-0.047	-0.439
3.20	0.188	0.047	0.233	0.271	-0.053	-0.258
3.22	0.188	0.051	0.365	0.270	-0.053	-0.286
3.24	0.190	0.061	0.482	0.269	-0.063	-0.379
3.26	0.191	0.073	0.467	0.268	-0.071	-0.361
3.28	0.193	0.084	0.269	0.266	-0.077	-0.339
3.30	0.194	0.083	0.102	0.264	-0.084	-0.342
3.32	0.196	0.083	0.134	0.263	-0.092	-0.294
3.34	0.197	0.087	0.236	0.261	-0.098	-0.159
3.36	0.199	0.094	0.296	0.259	-0.095	-0.242
3.38	0.201	0.100	0.295	0.257	-0.103	-0.500
3.40	0.203	0.107	0.212	0.255	-0.116	-0.623
3.42	0.206	0.108	0.131	0.253	-0.146	0.023
3.44	0.208	0.110	0.157	0.247	-0.119	0.817
3.46	0.210	0.116	0.134	0.248	-0.083	0.287
3.48	0.212	0.116	0.094	0.246	-0.106	-0.395
3.50	0.215	0.117	0.155	0.243	-0.115	-0.441
3.52	0.217	0.125	0.115	0.241	-0.125	-0.330
3.54	0.220	0.126	-0.088	0.238	-0.126	-0.291
3.56	0.222	0.116	-0.057	0.236	-0.132	-0.413
3.58	0.224	0.119	0.166	0.233	-0.142	-0.443
3.60	0.227	0.128	0.163	0.231	-0.169	0.254
3.62	0.229	0.128	0.008	0.225	-0.133	0.848
3.64	0.232	0.127	-0.136	0.225	-0.093	-0.214
3.66	0.234	0.122	-0.238	0.223	-0.139	-1.230
3.68	0.237	0.115	-0.195	0.220	-0.209	0.458
3.70	0.239	0.113	-0.068	0.211	-0.125	2.314
3.72	0.241	0.114	-0.027	0.215	-0.037	0.835
3.74	0.244	0.113	-0.061	0.213	-0.095	-0.679
3.76	0.246	0.113	-0.196	0.210	-0.107	-0.466
3.78	0.248	0.108	-0.499	0.209	-0.111	-0.131
3.80	0.250	0.094	-0.794	0.206	-0.106	0.092
3.82	0.252	0.076	-0.912	0.204	-0.107	0.197
3.84	0.254	0.041	-0.265	0.202	-0.104	0.480
3.86	0.253	0.046	1.114	0.200	-0.083	0.561
3.88	0.254	0.113	1.250	0.198	-0.072	0.245
3.90	0.258	0.131	-0.160	0.197	-0.080	0.158
3.92	0.261	0.091	-1.000	0.195	-0.072	0.354
3.94	0.262	0.067	-0.776	0.194	-0.057	0.262
3.96	0.263	0.061	-0.461	0.193	-0.064	0.241
3.98	0.264	0.055	-0.388	0.191	-0.055	0.475
4.00	0.265	0.047	-0.422	0.191	-0.038	0.433
4.02	0.266	0.038	-0.457	0.190	-0.033	0.228
4.04	0.267	0.027	-0.414	0.190	-0.034	0.219
4.06	0.267	0.020	-0.304	0.189	-0.028	0.363
4.08	0.267	0.016	-0.249	0.188	-0.016	0.407
4.10	0.268	0.012	-0.300	0.188	-0.010	0.404
4.12	0.268	0.005	-0.380	0.188	-0.001	0.418
4.14	0.268	-0.003	-0.466	0.188	0.007	0.399
4.16	0.268	-0.016	-0.462	0.188	0.013	0.454
4.18	0.267	-0.025	-0.298	0.188	0.026	0.455
4.20	0.267	-0.026	-0.196	0.189	0.034	0.355
4.22	0.266	-0.029	-0.285	0.190	0.039	0.307
4.24	0.266	-0.037	-0.431	0.191	0.046	0.257
4.26	0.265	-0.049	-0.445	0.192	0.049	0.214
4.28	0.264	-0.057	-0.318	0.193	0.056	0.060
4.30	0.262	-0.061	-0.224	0.194	0.053	-0.079
4.32	0.261	-0.065	-0.216	0.195	0.050	0.019
4.34	0.260	-0.069	-0.251	0.197	0.035	0.783
4.36	0.258	-0.074	-0.316	0.195	0.088	1.235
4.38	0.257	-0.082	-0.363	0.200	0.126	0.045
4.40	0.255	-0.090	-0.364	0.202	0.058	0.088
4.42	0.253	-0.097	-0.306	0.200	0.102	1.176
4.44	0.251	-0.101	-0.238	0.206	0.156	0.152
4.46	0.249	-0.109	-0.079	0.208	0.115	-1.139
4.48	0.247	-0.105	0.076	0.210	0.089	-1.555
4.50	0.245	-0.099	-0.085	0.213	0.022	-0.406
4.52	0.243	-0.107	-0.300	0.209	0.077	0.891
4.54	0.241	-0.117	-0.262	0.218	0.061	1.793
4.56	0.238	-0.121	-0.082	0.209	0.137	2.804
4.58	0.236	-0.118	0.010	0.222	0.258	0.259
4.60	0.234	-0.117	-0.058	0.225	0.131	-1.570
4.62	0.231	-0.120	-0.153	0.225	0.107	0.171
4.64	0.229	-0.123	-0.217	0.227	0.172	0.713
4.66	0.226	-0.131	-0.123	0.233	0.179	-0.516
4.68	0.223	-0.135	0.229	0.235	0.135	-1.263
4.70	0.221	-0.119	0.414	0.238	0.114	-1.174
4.72	0.219	-0.108	0.134	0.241	0.071	-0.153
4.74	0.217	-0.113	-0.224	0.239	0.090	1.517
4.76	0.214	-0.120	-0.396	0.243	0.172	1.330
4.78	0.212	-0.131	-0.363	0.248	0.175	-0.326
4.80	0.209	-0.154	0.478	0.251	0.135	-1.093
4.82	0.204	-0.111	1.216	0.253	0.113	-1.036
4.84	0.205	-0.072	0.537	0.255	0.097	-0.878
4.86	0.203	-0.091	-0.135	0.257	0.085	-0.901
4.88	0.201	-0.094	-0.132	0.259	0.040	-0.080
4.90	0.199	-0.099	0.077	0.257	0.077	0.911
4.92	0.197	-0.091	0.343	0.263	0.105	0.603
4.94	0.195	-0.080	0.367	0.262	0.101	0.115
4.96	0.194	-0.073	0.223	0.266	0.118	-0.735
4.98	0.192	-0.074	0.183	0.268	0.073	-1.422
5.00	0.191	-0.070	0.306	0.269	0.020	-0.364
5.02	0.190	-0.059	0.347	0.266	0.056	0.786
5.04	0.188	-0.054	0.326	0.271	0.096	0.069
5.06	0.187	-0.047	0.330	0.272	0.060	-0.883
5.08	0.187	-0.040	0.296	0.273	0.043	-1.086
5.10	0.186	-0.036	0.307	0.274	0.017	-1.066
5.12	0.185	-0.028	0.334	0.274	-0.021	-0.109
5.14	0.185	-0.023	0.385	0.271	0.012	0.755
5.16	0.184	-0.014	0.493	0.275	0.046	0.012
5.18	0.184	-0.000	0.460	0.275	0.012	-0.787
5.20	0.184	0.005	0.350	0.275	-0.005	-0.800
5.22	0.184	0.012	0.282	0.275	-0.024	-0.520
5.24	0.185	0.018	0.203	0.273	-0.023	-0.289
5.26	0.185	0.017	0.280	0.274	-0.025	-0.585
5.28	0.185	0.025	0.494	0.273	-0.046	-0.864
5.30	0.186	0.040	0.558	0.272	-0.062	-0.916
5.32	0.187	0.052	0.414	0.271	-0.106	-0.058
5.34	0.188	0.057	0.262	0.265	-0.065	0.784
5.36	0.189	0.061	0.178	0.269	-0.028	-0.248
5.38	0.191	0.062	0.199	0.267	-0.099	-0.398
5.40	0.192	0.066	0.368	0.262	-0.069	0.412
5.42	0.193	0.080	0.393	0.264	-0.044	-0.257
5.44	0.195	0.085	0.262	0.262	-0.086	-0.670
5.46	0.197	0.088	0.211	0.260	-0.089	-0.387
5.48	0.198	0.094	0.152	0.258	-0.094	-0.331
5.50	0.200	0.093	0.154	0.256	-0.101	-0.347
5.52	0.202	0.097	0.275	0.254	-0.106	-0.460
5.54	0.204	0.107	0.281	0.252	-0.122	-0.413
5.56	0.206	0.110	0.235	0.249	-0.131	0.019
5.58	0.209	0.116	0.202	0.246	-0.117	0.271
5.60	0.211	0.120	0.075	0.245	-0.110	0.061
5.62	0.214	0.117	0.007	0.242	-0.116	-0.128
5.64	0.216	0.117	0.066	0.240	-0.118	-0.210
5.66	0.218	0.120	0.117	0.238	-0.125	-0.254
5.68	0.221	0.124	0.073	0.235	-0.130	-0.203
5.70	0.223	0.126	-0.087	0.232	-0.133	-0.128
5.72	0.226	0.122	-0.338	0.230	-0.134	-0.118
5.74	0.228	0.110	-0.419	0.227	-0.141	-0.049
5.76	0.230	0.104	-0.326	0.224	-0.131	-0.190
5.78	0.233	0.079	0.483	0.222	-0.135	-0.742
5.80	0.232	0.121	1.291	0.220	-0.184	-0.253
5.82	0.238	0.170	0.363	0.214	-0.176	1.318
5.84	0.240	0.138	-0.709	0.210	-0.090	1.107
5.86	0.243	0.116	-0.688	0.212	-0.079	-1.080
5.88	0.245	0.105	-0.304	0.210	-0.190	-0.870
5.90	0.247	0.109	-0.061	0.202	-0.188	2.373
5.92	0.249	0.109	-0.150	0.199	-0.029	2.889
5.94	0.251	0.103	-0.291	0.204	-0.002	0.291
5.96	0.253	0.096	-0.385	0.201	-0.059	-0.853
5.98	0.255	0.085	-0.335	0.200	-0.066	-0.656
6.00	0.256	0.080	-0.171	0.198	-0.079	-0.387
6.02	0.258	0.080	-0.113	0.197	-0.085	0.085
6.04	0.260	0.079	-0.216	0.195	-0.076	0.513
6.06	0.261	0.072	-0.364	0.193	-0.056	0.566
6.08	0.263	0.063	-0.472	0.193	-0.050	0.412
6.10	0.264	0.052	-0.489	0.191	-0.042	0.330
6.12	0.265	0.042	-0.397	0.191	-0.035	0.201
6.14	0.266	0.033	-0.179	0.190	-0.036	0.168
6.16	0.266	0.036	-0.025	0.190	-0.032	0.288
6.18	0.267	0.040	-0.253	0.189	-0.023	0.383
6.20	0.268	0.026	-0.528	0.189	-0.016	0.444
6.22	0.268	0.013	-0.520	0.188	-0.006	0.500
6.24	0.268	0.004	-0.413	0.188	0.008	0.399
6.26	0.268	-0.002	-0.353	0.189	0.012	0.233
6.28	0.268	-0.011	-0.266	0.189	0.014	0.209
6.30	0.268	-0.011	-0.276	0.189	0.017	0.337
6.32	0.268	-0.017	-0.505	0.189	0.028	0.465
6.34	0.267	-0.035	-0.582	0.190	0.037	0.523
6.36	0.266	-0.047	-0.354	0.191	0.049	0.531
6.38	0.265	-0.045	-0.232	0.192	0.063	0.322
6.40	0.265	-0.053	-0.269	0.194	0.061	0.157
6.42	0.263	-0.062	-0.127	0.195	0.061	0.321
6.44	0.262	-0.054	-0.167	0.196	0.076	0.384
6.46	0.261	-0.063	-0.411	0.198	0.085	0.078
6.48	0.259	-0.077	-0.352	0.199	0.079	-0.179
6.50	0.258	-0.079	-0.221	0.201	0.077	-0.298
6.52	0.256	-0.082	-0.236	0.203	0.050	0.303
6.54	0.255	-0.087	-0.312	0.202	0.083	1.141
6.56	0.253	-0.095	-0.369	0.206	0.128	0.620
6.58	0.251	-0.105	-0.295	0.209	0.098	0.372
6.60	0.249	-0.109	-0.144	0.209	0.128	0.610
6.62	0.246	-0.108	-0.077	0.214	0.149	-0.143
6.64	0.244	-0.109	-0.136	0.216	0.122	-0.828
6.66	0.242	-0.114	-0.185	0.219	0.088	-0.351
6.68	0.240	-0.117	-0.196	0.218	0.109	0.233
6.70	0.237	-0.123	-0.162	0.224	0.107	0.413
6.72	0.235	-0.126	-0.043	0.222	0.123	0.618
6.74	0.232	-0.123	0.019	0.229	0.138	0.468
6.76	0.230	-0.125	0.053	0.228	0.138	0.374
6.78	0.227	-0.121	0.054	0.233	0.169	-0.353
6.80	0.225	-0.119	-0.104	0.236	0.129	-1.192
6.82	0.223	-0.128	-0.120	0.239	0.085	-0.445
6.84	0.220	-0.129	0.086	0.238	0.109	0.483
6.86	0.217	-0.122	0.192	0.243	0.123	0.606
6.88	0.215	-0.117	0.136	0.243	0.135	0.494
6.90	0.213	-0.116	0.049	0.249	0.154	-0.161
6.92	0.210	-0.116	0.013	0.250	0.125	-0.611
6.94	0.208	-0.118	0.074	0.253	0.117	-0.521
6.96	0.205	-0.115	0.193	0.255	0.104	-0.374
6.98	0.203	-0.109	0.258	0.257	0.103	-0.228
7.00	0.201	-0.104	0.307	0.259	0.100	-0.325
7.02	0.199	-0.096	0.301	0.261	0.092	-0.555
7.04	0.197	-0.090	0.186	0.263	0.075	-0.651
7.06	0.196	-0.090	0.153	0.264	0.066	-0.602
7.08	0.194	-0.088	0.312	0.266	0.034	0.134
7.10	0.192	-0.077	0.454	0.264	0.068	0.902
7.12	0.191	-0.064	0.319	0.269	0.107	0.081
7.14	0.190	-0.064	0.178	0.270	0.073	-0.921
7.16	0.188	-0.059	0.166	0.271	0.051	-1.111
7.18	0.187	-0.059	0.222	0.272	0.028	-1.044
7.20	0.186	-0.055	0.471	0.273	-0.010	-0.113
7.22	0.185	-0.035	0.518	0.270	0.021	0.785
7.24	0.185	-0.030	0.388	0.273	0.061	-0.060
7.26	0.184	-0.025	0.439	0.274	0.024	-1.121
7.28	0.183	-0.011	0.435	0.274	-0.004	-1.242
7.30	0.183	-0.003	0.289	0.274	-0.051	-0.212
7.32	0.183	-0.001	0.203	0.270	-0.015	0.903
7.34	0.183	0.000	0.317	0.273	0.030	-0.012
7.36	0.183	0.009	0.534	0.273	-0.012	-1.158
7.38	0.184	0.027	0.510	0.273	-0.040	-1.270
7.40	0.185	0.033	0.327	0.272	-0.078	-0.568
7.42	0.185	0.036	0.296	0.268	-0.059	0.092
7.44	0.186	0.043	0.350	0.270	-0.067	0.340
7.46	0.187	0.050	0.421	0.265	-0.051	0.672
7.48	0.188	0.063	0.368	0.268	-0.016	-0.074
7.50	0.189	0.066	0.273	0.266	-0.053	-0.847
7.52	0.190	0.071	0.303	0.265	-0.071	-0.723
7.54	0.192	0.079	0.302	0.263	-0.083	-0.452
7.56	0.194	0.083	0.291	0.262	-0.085	-0.307
7.58	0.195	0.090	0.285	0.260	-0.093	-0.316
7.60	0.197	0.096	0.205	0.258	-0.097	-0.365
7.62	0.199	0.098	0.123	0.256	-0.107	-0.462
7.64	0.201	0.100	0.113	0.253	-0.114	-0.572
7.66	0.203	0.102	0.132	0.252	-0.128	-0.695
7.68	0.205	0.105	0.160	0.249	-0.161	0.037
7.70	0.207	0.110	0.098	0.244	-0.125	0.752
7.72	0.210	0.110	-0.005	0.245	-0.115	0.687
7.74	0.212	0.111	-0.068	0.239	-0.102	0.634
7.76	0.215	0.093	0.460	0.240	-0.073	-0.164
7.78	0.214	0.128	0.990	0.238	-0.110	-0.827
7.80	0.220	0.161	0.276	0.235	-0.129	-0.506
7.82	0.222	0.135	-0.332	0.232	-0.130	-0.101
7.84	0.225	0.131	-0.236	0.230	-0.121	-0.116
7.86	0.227	0.128	-0.153	0.228	-0.136	-0.201
7.88	0.230	0.127	-0.130	0.224	-0.131	-0.167
7.90	0.232	0.125	-0.187	0.223	-0.136	-0.282
7.92	0.235	0.116	-0.063	0.219	-0.167	0.584
7.94	0.237	0.121	0.114	0.214	-0.113	1.370
7.96	0.240	0.126	0.017	0.215	-0.070	0.240
7.98	0.242	0.122	-0.139	0.213	-0.102	-0.980
8.00	0.245	0.119	-0.238	0.211	-0.124	-1.469
8.02	0.247	0.113	-0.333	0.209	-0.198	-0.258
8.04	0.249	0.104	-0.320	0.199	-0.133	1.070
8.06	0.251	0.096	-0.147	0.205	-0.116	0.811
8.08	0.253	0.100	-0.069	0.196	-0.133	1.729
8.10	0.255	0.099	-0.221	0.197	-0.041	2.147
8.12	0.257	0.091	-0.356	0.196	-0.007	0.857
8.14	0.259	0.082	-0.371	0.197	-0.006	-0.548
8.16	0.260	0.074	-0.309	0.196	-0.048	-1.093
8.18	0.262	0.070	-0.242	0.195	-0.064	-0.743
8.20	0.263	0.066	-0.256	0.194	-0.095	0.426
8.22	0.264	0.060	-0.316	0.189	-0.045	1.433
8.24	0.265	0.053	-0.347	0.192	0.002	0.663
8.26	0.266	0.047	-0.418	0.191	-0.020	-0.137
8.28	0.267	0.035	-0.444	0.191	-0.023	-0.154
8.30	0.268	0.026	-0.315	0.190	-0.030	0.118
8.32	0.268	0.024	-0.237	0.189	-0.018	0.450
8.34	0.269	0.020	-0.311	0.190	-0.006	0.489
8.36	0.269	0.012	-0.425	0.189	0.002	0.463
8.38	0.269	0.002	-0.517	0.190	0.014	0.340
8.40	0.269	-0.011	-0.490	0.190	0.014	0.298
8.42	0.269	-0.020	-0.347	0.190	0.023	0.366
8.44	0.268	-0.024	-0.221	0.191	0.034	0.178
8.46	0.268	-0.026	-0.209	0.191	0.034	-0.114
8.48	0.267	-0.030	-0.349	0.192	0.027	-0.218
8.50	0.267	-0.040	-0.490	0.193	0.006	0.402
8.52	0.266	-0.053	-0.458	0.191	0.044	0.877
8.54	0.264	-0.061	-0.300	0.194	0.084	-0.322
8.56	0.263	-0.063	-0.230	0.197	0.024	-1.104
8.58	0.262	-0.068	-0.266	0.195	-0.020	0.541
8.60	0.261	-0.073	-0.316	0.193	0.052	1.899
8.62	0.259	-0.080	-0.384	0.197	0.118	0.686
8.64	0.257	-0.091	-0.342	0.200	0.081	-0.568
8.66	0.255	-0.096	-0.211	0.201	0.040	0.466
8.68	0.253	-0.097	-0.206	0.200	0.078	2.267
8.70	0.252	-0.101	-0.404	0.202	0.197	1.342
8.72	0.250	-0.112	-0.580	0.212	0.174	-1.335
8.74	0.247	-0.124	-0.640	0.211	0.055	-0.424
8.76	0.245	-0.157	0.092	0.209	0.142	1.269
8.78	0.239	-0.124	0.934	0.218	0.167	0.551
8.80	0.240	-0.084	0.243	0.217	0.149	0.232
8.82	0.238	-0.116	-0.432	0.223	0.179	-0.314
8.84	0.235	-0.125	-0.162	0.225	0.140	-0.822
8.86	0.232	-0.117	-0.045	0.228	0.124	-0.380
8.88	0.230	-0.120	-0.163	0.230	0.126	0.021
8.90	0.228	-0.129	-0.095	0.233	0.135	0.034
8.92	0.225	-0.125	0.046	0.235	0.131	-0.192
8.94	0.223	-0.123	0.014	0.238	0.124	-0.320
8.96	0.220	-0.124	-0.052	0.240	0.115	-0.282
8.98	0.218	-0.126	-0.073	0.243	0.113	-0.188
9.00	0.215	-0.129	0.018	0.245	0.107	-0.051
9.02	0.212	-0.126	0.177	0.247	0.108	0.138
9.04	0.210	-0.119	0.213	0.249	0.118	0.022
9.06	0.208	-0.117	0.206	0.252	0.117	-0.473
9.08	0.205	-0.112	0.209	0.254	0.098	-0.918
9.10	0.203	-0.107	0.137	0.256	0.076	-1.016
9.12	0.201	-0.108	0.154	0.258	0.040	-0.257
9.14	0.199	-0.104	0.296	0.256	0.046	1.240
9.16	0.197	-0.094	0.326	0.258	0.123	1.233
9.18	0.195	-0.089	0.275	0.263	0.127	-0.211
9.20	0.193	-0.083	0.241	0.264	0.090	-0.743
9.22	0.192	-0.080	0.246	0.266	0.086	-0.734
9.24	0.190	-0.075	0.335	0.268	0.069	-0.985
