Time	Position	Velocity	Acceleration	Position	Velocity	Acceleration
0.00	0.215	0.236	-4.564	0.191	-0.022	-0.711
0.02	0.221	0.140	-4.082	0.192	-0.053	0.157
0.04	0.221	0.050	-3.067	0.188	-0.021	0.748
0.06	0.222	0.010	-1.782	0.191	-0.003	0.530
0.08	0.221	-0.011	-0.844	0.188	-0.002	0.385
0.10	0.221	-0.016	-0.269	0.191	0.008	0.322
0.12	0.221	-0.029	0.393	0.188	0.012	0.152
0.14	0.219	0.007	0.643	0.191	0.027	-0.537
0.16	0.222	0.028	-0.387	0.191	-0.010	-1.040
0.18	0.222	-0.029	-0.535	0.191	-0.044	-0.220
0.20	0.219	-0.014	0.230	0.188	-0.033	1.150
0.22	0.222	-0.011	0.657	0.188	0.032	1.122
0.24	0.218	0.014	0.937	0.190	0.046	-0.475
0.26	0.222	0.050	0.108	0.191	0.002	-1.576
0.28	0.222	0.016	-0.661	0.191	-0.055	-0.875
0.30	0.222	0.007	-0.759	0.188	-0.053	0.845
0.32	0.222	-0.012	-0.847	0.188	-0.003	1.719
0.34	0.221	-0.025	-0.758	0.188	0.050	0.932
0.36	0.222	-0.058	0.064	0.191	0.048	-0.550
0.38	0.218	-0.046	1.696	0.190	0.008	-1.111
0.40	0.218	0.047	1.560	0.191	-0.027	-0.283
0.42	0.222	0.062	-0.561	0.188	0.000	0.431
0.44	0.222	0.003	-1.679	0.191	0.022	-0.199
0.46	0.222	-0.053	-0.601	0.190	-0.010	-0.770
0.48	0.218	-0.041	1.387	0.190	-0.034	-0.256
0.50	0.218	0.044	1.502	0.188	-0.021	0.365
0.52	0.222	0.059	-0.279	0.190	-0.010	0.571
0.54	0.222	0.014	-1.314	0.187	0.008	0.418
0.56	0.222	-0.020	-1.029	0.190	0.009	0.164
0.58	0.221	-0.045	0.126	0.188	0.009	0.218
0.60	0.219	-0.006	0.828	0.191	0.013	0.480
0.62	0.221	0.028	-0.120	0.188	0.027	0.772
0.64	0.222	-0.021	-0.665	0.191	0.059	0.403
0.66	0.219	-0.044	0.621	0.191	0.040	0.169
0.68	0.218	0.025	1.133	0.192	0.050	0.604
0.70	0.222	0.029	0.414	0.193	0.072	0.657
0.72	0.219	0.026	0.188	0.196	0.081	0.413
0.74	0.222	0.047	-0.398	0.196	0.101	-0.293
0.76	0.223	-0.006	-0.203	0.201	0.070	-0.893
0.78	0.220	0.023	0.641	0.199	0.022	0.321
0.80	0.224	0.051	0.170	0.199	0.089	1.303
0.82	0.224	0.028	-0.247	0.204	0.115	0.612
0.84	0.224	0.026	-0.075	0.205	0.099	0.416
0.86	0.224	0.028	0.009	0.207	0.117	0.710
0.88	0.226	0.031	-0.073	0.209	0.133	0.795
0.90	0.226	0.026	-0.230	0.212	0.167	0.099
0.92	0.227	0.017	-0.273	0.217	0.137	-0.663
0.94	0.226	0.018	-0.462	0.217	0.125	-0.694
0.96	0.227	0.014	-1.087	0.222	0.111	-0.625
0.98	0.228	-0.040	-0.892	0.222	0.085	0.100
1.00	0.226	-0.071	1.296	0.224	0.113	0.766
1.02	0.222	0.026	2.678	0.226	0.148	0.060
1.04	0.227	0.108	0.886	0.232	0.119	-0.746
1.06	0.229	0.071	-1.345	0.231	0.081	-0.055
1.08	0.230	-0.001	-1.169	0.233	0.116	0.625
1.10	0.228	-0.013	0.708	0.236	0.145	-0.269
1.12	0.228	0.065	1.001	0.241	0.105	-1.141
1.14	0.232	0.072	-0.671	0.240	0.062	-0.502
1.16	0.232	0.014	-1.373	0.242	0.087	0.112
1.18	0.232	-0.024	-0.347	0.244	0.090	-0.202
1.20	0.230	0.009	0.423	0.246	0.074	-0.348
1.22	0.233	0.034	-0.426	0.247	0.066	-0.126
1.24	0.233	-0.028	-0.532	0.248	0.068	0.116
1.26	0.230	-0.023	0.696	0.249	0.087	-0.290
1.28	0.231	0.036	0.496	0.253	0.062	-0.939
1.30	0.233	0.027	-0.942	0.252	0.022	-0.442
1.32	0.233	-0.041	-0.873	0.252	0.052	-0.198
1.34	0.229	-0.020	-0.170	0.255	0.026	-0.497
1.36	0.233	-0.025	-0.174	0.252	0.019	-0.355
1.38	0.229	-0.048	0.635	0.255	0.035	-1.090
1.40	0.230	-0.001	1.218	0.256	-0.034	-1.355
1.42	0.229	0.037	0.227	0.253	-0.057	-0.104
1.44	0.232	0.026	-1.410	0.252	-0.011	0.122
1.46	0.232	-0.061	-1.235	0.254	-0.029	-0.638
1.48	0.228	-0.067	0.772	0.251	-0.068	-0.271
1.50	0.227	0.016	0.873	0.250	-0.030	-0.280
1.52	0.231	0.017	-1.066	0.252	-0.059	-1.001
1.54	0.230	-0.072	-1.277	0.247	-0.098	-0.503
1.56	0.225	-0.073	0.195	0.246	-0.083	0.112
