Time	Position	Velocity	Acceleration	Position	Velocity	Acceleration
0.00	0.226	0.003	-0.310	0.217	-0.098	2.001
0.02	0.226	-0.004	-0.272	0.214	-0.059	1.873
0.04	0.226	-0.011	-0.205	0.214	-0.012	1.398
0.06	0.225	-0.011	-0.120	0.215	0.008	0.507
0.08	0.225	-0.011	-0.140	0.215	-0.001	0.047
0.10	0.225	-0.032	0.443	0.214	-0.004	0.294
0.12	0.222	0.006	0.982	0.214	0.011	0.595
0.14	0.226	0.039	0.175	0.215	0.021	0.678
0.16	0.226	0.008	-0.460	0.214	0.051	0.185
0.18	0.225	0.001	-0.284	0.218	0.053	-1.290
0.20	0.225	-0.001	-0.111	0.219	-0.050	-0.936
0.22	0.225	0.000	-0.061	0.211	0.019	-0.479
0.24	0.226	-0.004	-0.020	0.222	-0.003	-2.185
0.26	0.225	-0.002	0.092	0.216	-0.187	0.872
0.28	0.225	0.003	0.039	0.205	0.001	4.910
0.30	0.225	-0.000	-0.103	0.216	0.180	1.851
0.32	0.225	0.000	-0.292	0.220	0.065	-1.172
0.34	0.225	-0.005	-0.734	0.215	0.057	-1.337
0.36	0.226	-0.041	-0.572	0.222	0.024	-1.617
0.38	0.223	-0.031	-0.079	0.216	0.001	-1.829
0.40	0.226	-0.063	1.130	0.223	-0.063	-1.419
0.42	0.218	0.009	2.351	0.213	-0.100	0.892
0.44	0.225	0.098	0.654	0.216	0.005	1.810
0.46	0.225	0.034	-1.091	0.216	0.010	1.010
0.48	0.226	0.010	-1.009	0.216	0.032	0.516
0.50	0.225	-0.004	-0.819	0.218	0.022	0.397
0.52	0.226	-0.019	-0.651	0.217	0.047	0.411
0.54	0.224	-0.028	-0.586	0.220	0.042	0.143
0.56	0.225	-0.051	-0.112	0.217	0.061	-0.346
0.58	0.222	-0.042	0.817	0.224	0.038	-1.065
0.60	0.223	-0.006	1.172	0.220	-0.038	0.485
0.62	0.222	0.010	1.120	0.218	0.064	1.583
0.64	0.222	0.051	0.320	0.224	0.103	-0.548
0.66	0.225	0.042	-1.296	0.225	0.028	-2.210
0.68	0.225	-0.011	-2.245	0.225	-0.035	-1.781
0.70	0.225	-0.091	-1.128	0.222	-0.033	-1.288
0.72	0.219	-0.074	0.941	0.225	-0.090	-0.478
0.74	0.222	-0.025	1.765	0.217	-0.096	1.997
0.76	0.219	0.010	1.571	0.218	0.039	2.314
0.78	0.221	0.061	0.152	0.222	0.027	1.136
0.80	0.223	0.039	-1.896	0.218	0.064	0.445
0.82	0.226	-0.079	-1.067	0.225	0.069	-1.188
0.84	0.216	-0.063	2.237	0.223	0.007	-2.071
0.86	0.220	0.085	2.348	0.226	-0.059	-1.037
0.88	0.223	0.085	-0.125	0.218	-0.046	0.533
0.90	0.224	0.059	-1.885	0.223	0.020	-0.166
0.92	0.226	-0.011	-2.332	0.223	-0.063	-0.549
0.94	0.224	-0.089	-0.109	0.218	-0.054	1.048
0.96	0.220	-0.033	2.632	0.219	0.026	0.863
0.98	0.221	0.095	1.793	0.222	-0.001	-0.111
1.00	0.227	0.095	-1.496	0.218	-0.029	0.814
1.02	0.227	-0.019	-2.578	0.218	0.064	0.576
1.04	0.224	-0.081	-0.321	0.225	-0.001	-0.013
1.06	0.221	0.005	0.870	0.215	0.029	0.668
1.08	0.228	-0.030	1.138	0.225	0.103	-1.661
1.10	0.217	0.027	1.964	0.226	-0.088	-1.830
1.12	0.228	0.120	-0.209	0.215	-0.028	0.538
1.14	0.227	-0.006	-1.293	0.226	0.001	0.417
1.16	0.224	0.012	-0.086	0.218	-0.059	1.988
1.18	0.228	0.026	-0.183	0.218	0.099	2.320
1.20	0.226	0.016	-0.635	0.225	0.118	-0.758
1.22	0.228	-0.009	-0.768	0.225	0.023	-1.962
1.24	0.226	-0.037	0.051	0.224	-0.011	-0.957
1.26	0.226	-0.008	0.847	0.224	-0.006	-0.066
1.28	0.225	0.032	0.092	0.224	0.009	-0.258
1.30	0.228	0.008	-1.134	0.224	-0.001	-1.196
1.32	0.226	-0.047	-0.959	0.224	-0.040	-1.819
1.34	0.226	-0.061	0.368	0.224	-0.118	-0.404
1.36	0.221	0.016	-0.170	0.218	-0.096	2.435
1.38	0.229	-0.030	-1.873	0.217	0.052	2.124
1.40	0.223	-0.153	0.461	0.223	0.063	-1.359
1.42	0.218	-0.073	5.037	0.223	-0.093	-1.498
1.44	0.216	0.165	4.482	0.213	-0.023	-0.437
1.46	0.229	0.217	-1.081	0.224	-0.009	-2.666
1.48	0.229	0.041	-3.798	0.220	-0.221	-0.870
1.50	0.227	0.002	-3.548	0.209	-0.172	5.624
1.52	0.230	-0.048	-4.218	0.205	0.162	5.467
1.54	0.230	-0.238	-1.502	0.223	0.198	-1.121
1.56	0.215	-0.221	5.259	0.220	-0.040	-1.784
1.58	0.212	0.131	5.219	0.213	0.054	0.810
1.60	0.229	0.133	-1.114	0.223	0.115	-1.007
1.62	0.223	-0.074	-1.309	0.222	-0.015	-1.923
