Time	Position	Velocity	Acceleration	Position	Velocity	Acceleration
0.00	0.176	0.000	0.000	0.226	-0.023	-3.957
0.02	0.176	0.000	0.000	0.230	-0.179	0.177
0.04	0.176	0.000	0.000	0.213	-0.044	3.334
0.06	0.176	0.000	0.000	0.230	0.017	3.476
0.08	0.176	0.000	0.000	0.213	0.081	3.652
0.10	0.176	0.000	0.000	0.230	0.250	-0.220
0.12	0.176	0.000	0.000	0.231	0.075	-3.947
0.14	0.176	0.000	0.000	0.231	-0.004	-3.315
0.16	0.176	0.000	0.000	0.231	-0.090	-1.238
0.18	0.176	0.000	0.000	0.224	-0.025	-0.095
0.20	0.176	0.000	0.000	0.231	0.001	-2.645
0.22	0.176	0.000	0.001	0.230	-0.231	-1.198
0.24	0.176	0.000	0.006	0.213	-0.124	3.529
0.26	0.176	0.000	0.032	0.224	0.054	2.667
0.28	0.176	0.000	0.110	0.223	-0.065	3.181
0.30	0.176	0.003	0.258	0.213	0.146	4.383
0.32	0.176	0.010	0.418	0.231	0.260	-0.515
0.34	0.177	0.022	0.476	0.231	0.081	-3.488
0.36	0.178	0.029	0.539	0.231	0.023	-2.442
0.38	0.178	0.042	0.666	0.230	0.002	-1.579
0.40	0.179	0.059	0.631	0.231	-0.011	-1.635
0.42	0.180	0.069	0.498	0.232	-0.090	-0.692
0.44	0.182	0.078	0.417	0.225	-0.061	1.021
0.46	0.184	0.086	0.327	0.229	-0.015	1.139
0.48	0.185	0.089	0.337	0.225	0.022	-0.258
0.50	0.187	0.097	0.465	0.232	-0.044	-0.897
0.52	0.189	0.110	0.498	0.222	-0.077	1.110
0.54	0.191	0.119	0.403	0.226	0.035	1.711
0.56	0.194	0.127	0.244	0.226	0.039	0.421
0.58	0.197	0.130	0.077	0.228	0.028	-0.059
0.60	0.199	0.127	0.052	0.227	-0.002	0.850
0.62	0.202	0.129	0.069	0.225	0.100	0.193
0.64	0.204	0.136	-0.286	0.235	0.055	-2.441
0.66	0.207	0.133	-1.190	0.228	-0.048	-2.563
0.68	0.211	0.082	-1.585	0.232	-0.112	0.349
0.70	0.211	0.022	0.246	0.222	-0.067	4.486
0.72	0.209	0.078	2.660	0.225	0.164	4.071
0.74	0.213	0.163	3.300	0.233	0.193	-0.788
0.76	0.215	0.259	1.622	0.236	0.069	-3.112
0.78	0.226	0.244	-0.835	0.234	-0.007	-2.029
0.80	0.227	0.163	-0.703	0.234	-0.004	-0.852
0.82	0.229	0.210	-0.252	0.234	0.003	-1.340
0.84	0.236	0.200	-1.463	0.236	-0.070	-1.318
0.86	0.239	0.136	-1.854	0.230	-0.098	0.625
0.88	0.242	0.066	0.154	0.230	-0.025	1.673
0.90	0.238	0.149	1.820	0.230	0.022	0.511
0.92	0.248	0.222	-0.108	0.233	-0.012	-0.498
0.94	0.250	0.143	-2.031	0.229	-0.045	0.309
0.96	0.253	0.081	-1.322	0.229	0.017	0.491
0.98	0.252	0.068	0.562	0.231	0.013	-0.822
1.00	0.255	0.124	1.533	0.230	-0.035	-1.290
1.02	0.258	0.167	0.639	0.230	-0.070	-0.369
1.04	0.262	0.160	-0.909	0.226	-0.059	0.955
1.06	0.265	0.116	-1.803	0.226	0.002	0.816
1.08	0.267	0.073	-1.768	0.228	0.003	-0.596
1.10	0.268	0.027	-0.801	0.228	-0.062	-0.455
1.12	0.267	0.029	0.645	0.223	-0.035	0.519
1.14	0.268	0.089	0.443	0.226	-0.002	-0.027
1.16	0.272	0.066	-0.739	0.225	-0.033	-0.783
1.18	0.270	0.041	-1.114	0.224	-0.053	-0.746
1.20	0.274	0.008	-0.727	0.222	-0.063	-0.552
1.22	0.271	-0.014	0.738	0.222	-0.081	-0.110
1.24	0.271	0.064	0.932	0.218	-0.063	0.209
1.26	0.275	0.067	-0.854	0.220	-0.065	0.301
1.28	0.275	0.011	-1.883	0.216	-0.080	1.479
1.30	0.275	-0.030	-1.805	0.215	0.005	1.957
1.32	0.274	-0.084	-0.553	0.217	0.054	-0.011
1.34	0.270	-0.047	0.473	0.219	0.009	-2.109
1.36	0.273	-0.036	0.165	0.218	-0.080	-1.981
