,mass A,,
t,x,y,
0.000,-3.452E-2,-7.130E-2
0.017,-3.404E-2,-7.135E-2
0.034,-3.439E-2,-7.088E-2
0.051,-3.434E-2,-7.093E-2
0.067,-3.454E-2,-7.069E-2
0.084,-3.462E-2,-7.036E-2
0.101,-3.464E-2,-7.037E-2
0.118,-3.449E-2,-7.066E-2
0.135,-3.438E-2,-7.089E-2
0.152,-3.450E-2,-7.074E-2
0.168,-3.479E-2,-7.054E-2
0.185,-3.478E-2,-7.057E-2
0.202,-3.453E-2,-7.087E-2
0.219,-3.445E-2,-7.109E-2
0.236,-3.459E-2,-7.094E-2
0.253,-3.464E-2,-7.066E-2
0.270,-3.466E-2,-7.063E-2
0.286,-3.451E-2,-7.090E-2
0.303,-3.441E-2,-7.099E-2
0.320,-3.444E-2,-7.076E-2
0.337,-3.458E-2,-7.052E-2
0.354,-3.462E-2,-7.045E-2
0.371,-3.449E-2,-7.067E-2
0.387,-3.447E-2,-7.082E-2
0.404,-3.457E-2,-7.078E-2
0.421,-3.468E-2,-7.061E-2
0.438,-3.471E-2,-7.066E-2
0.455,-3.466E-2,-7.086E-2
0.472,-3.457E-2,-7.098E-2
0.489,-3.455E-2,-7.093E-2
0.505,-3.463E-2,-7.074E-2
0.522,-3.469E-2,-7.066E-2
0.539,-3.454E-2,-7.078E-2
0.556,-3.445E-2,-7.079E-2
0.573,-3.450E-2,-7.072E-2
0.590,-3.460E-2,-7.051E-2
0.606,-3.460E-2,-7.052E-2
0.623,-3.453E-2,-7.064E-2
0.640,-3.450E-2,-7.078E-2
0.657,-3.454E-2,-7.074E-2
0.674,-3.459E-2,-7.066E-2
0.691,-3.463E-2,-7.067E-2
0.707,-3.462E-2,-7.074E-2
0.724,-3.458E-2,-7.090E-2
0.741,-3.456E-2,-7.089E-2
0.758,-3.457E-2,-7.077E-2
0.775,-3.456E-2,-7.070E-2
0.792,-3.451E-2,-7.071E-2
0.809,-3.448E-2,-7.075E-2
0.825,-3.447E-2,-7.071E-2
0.842,-3.455E-2,-7.058E-2
0.859,-3.457E-2,-7.057E-2
0.876,-3.453E-2,-7.060E-2
0.893,-3.448E-2,-7.069E-2
0.910,-3.454E-2,-7.077E-2
0.926,-3.454E-2,-7.072E-2
0.943,-3.456E-2,-7.071E-2
0.960,-3.452E-2,-7.076E-2
0.977,-3.446E-2,-7.081E-2
0.994,-3.448E-2,-7.083E-2
1.011,-3.453E-2,-7.077E-2
1.028,-3.452E-2,-7.068E-2
1.044,-3.452E-2,-7.068E-2
1.061,-3.448E-2,-7.073E-2
1.078,-3.449E-2,-7.068E-2
1.095,-3.454E-2,-7.059E-2
1.112,-3.454E-2,-7.053E-2
1.129,-3.451E-2,-7.058E-2
1.145,-3.435E-2,-7.069E-2
1.162,-3.405E-2,-7.076E-2
1.179,-3.351E-2,-7.084E-2
1.196,-3.245E-2,-7.106E-2
1.213,-3.071E-2,-7.165E-2
1.230,-2.831E-2,-7.214E-2
1.247,-2.513E-2,-7.264E-2
1.263,-2.112E-2,-7.320E-2
1.280,-1.630E-2,-7.371E-2
1.297,-1.013E-2,-7.446E-2
1.314,-3.221E-3,-7.516E-2
1.331,4.975E-3,-7.552E-2
1.348,1.329E-2,-7.557E-2
1.364,2.119E-2,-7.542E-2
1.381,2.901E-2,-7.504E-2
1.398,3.738E-2,-7.450E-2
1.415,4.487E-2,-7.368E-2
1.432,5.237E-2,-7.259E-2
1.449,5.775E-2,-7.162E-2
1.466,6.150E-2,-7.088E-2
1.482,6.380E-2,-7.029E-2
1.499,6.441E-2,-7.004E-2
1.516,6.339E-2,-7.024E-2
1.533,6.079E-2,-7.080E-2
1.550,5.662E-2,-7.169E-2
1.567,5.103E-2,-7.268E-2
1.583,4.447E-2,-7.355E-2
1.600,3.514E-2,-7.472E-2
1.617,2.706E-2,-7.528E-2
1.634,1.861E-2,-7.559E-2
1.651,1.031E-2,-7.575E-2
1.668,2.131E-3,-7.553E-2
1.685,-5.903E-3,-7.514E-2
1.701,-1.182E-2,-7.442E-2
1.718,-1.734E-2,-7.362E-2
1.735,-2.179E-2,-7.288E-2
1.752,-2.493E-2,-7.211E-2
1.769,-2.633E-2,-7.169E-2
1.786,-2.606E-2,-7.179E-2
1.802,-2.405E-2,-7.222E-2
1.819,-2.051E-2,-7.291E-2
1.836,-1.553E-2,-7.364E-2
1.853,-9.556E-3,-7.439E-2
1.870,-2.715E-3,-7.499E-2
1.887,5.346E-3,-7.558E-2
1.903,1.328E-2,-7.585E-2
1.920,2.167E-2,-7.570E-2
1.937,3.007E-2,-7.519E-2
1.954,3.801E-2,-7.440E-2
1.971,4.514E-2,-7.363E-2
1.988,5.255E-2,-7.254E-2
2.005,5.768E-2,-7.155E-2
2.021,6.133E-2,-7.072E-2
2.038,6.337E-2,-7.018E-2
2.055,6.384E-2,-6.994E-2
2.072,6.266E-2,-7.023E-2
2.089,5.985E-2,-7.093E-2
2.106,5.567E-2,-7.182E-2
2.122,5.005E-2,-7.276E-2
2.139,4.303E-2,-7.378E-2
2.156,3.451E-2,-7.478E-2
2.173,2.608E-2,-7.540E-2
2.190,1.734E-2,-7.568E-2
2.207,8.836E-3,-7.574E-2
2.224,6.041E-4,-7.551E-2
2.240,-6.915E-3,-7.516E-2
2.257,-1.355E-2,-7.459E-2
2.274,-1.753E-2,-7.347E-2
2.291,-2.183E-2,-7.277E-2
2.308,-2.464E-2,-7.214E-2
2.325,-2.577E-2,-7.181E-2
2.341,-2.533E-2,-7.198E-2
2.358,-2.321E-2,-7.246E-2
2.375,-1.956E-2,-7.317E-2
2.392,-1.455E-2,-7.384E-2
2.409,-8.389E-3,-7.448E-2
2.426,-2.384E-3,-7.552E-2
2.443,5.430E-3,-7.580E-2
2.459,1.379E-2,-7.586E-2
2.476,2.202E-2,-7.564E-2
2.493,3.034E-2,-7.506E-2
2.510,3.835E-2,-7.438E-2
2.527,4.555E-2,-7.358E-2
2.544,5.263E-2,-7.254E-2
2.560,5.784E-2,-7.154E-2
2.577,6.122E-2,-7.075E-2
2.594,6.312E-2,-7.022E-2
2.611,6.340E-2,-7.017E-2
2.628,6.205E-2,-7.050E-2
2.645,5.909E-2,-7.120E-2
2.662,5.469E-2,-7.209E-2
2.678,4.912E-2,-7.301E-2
2.695,4.104E-2,-7.419E-2
2.712,3.312E-2,-7.489E-2
2.729,2.483E-2,-7.557E-2
2.746,1.634E-2,-7.578E-2
2.763,8.022E-3,-7.584E-2
2.779,-1.421E-5,-7.561E-2
2.796,-7.352E-3,-7.516E-2
2.813,-1.373E-2,-7.457E-2
2.830,-1.759E-2,-7.344E-2
2.847,-2.165E-2,-7.280E-2
2.864,-2.420E-2,-7.223E-2
2.881,-2.530E-2,-7.200E-2
2.897,-2.463E-2,-7.212E-2
2.914,-2.237E-2,-7.265E-2
2.931,-1.871E-2,-7.326E-2
2.948,-1.363E-2,-7.391E-2
2.965,-7.592E-3,-7.457E-2
2.982,-1.642E-3,-7.557E-2
2.998,6.227E-3,-7.582E-2
3.015,1.460E-2,-7.576E-2
3.032,2.305E-2,-7.563E-2
3.049,3.122E-2,-7.504E-2
3.066,3.899E-2,-7.433E-2
3.083,4.599E-2,-7.360E-2
3.099,5.172E-2,-7.278E-2
3.116,5.774E-2,-7.165E-2
3.133,6.103E-2,-7.090E-2
3.150,6.268E-2,-7.037E-2
3.167,6.272E-2,-7.031E-2
3.184,6.131E-2,-7.066E-2
3.201,5.825E-2,-7.137E-2
3.217,5.388E-2,-7.220E-2
3.234,4.823E-2,-7.303E-2
3.251,4.058E-2,-7.401E-2
3.268,3.386E-2,-7.461E-2
3.285,2.605E-2,-7.514E-2
3.302,1.770E-2,-7.541E-2
