,mass A,,
t,x,y,
0.017,2.431E-2,-8.076E-2
0.034,2.449E-2,-8.082E-2
0.051,2.455E-2,-8.083E-2
0.067,2.447E-2,-8.080E-2
0.084,2.416E-2,-8.067E-2
0.101,2.393E-2,-8.068E-2
0.118,2.367E-2,-8.070E-2
0.135,2.342E-2,-8.061E-2
0.152,2.313E-2,-8.050E-2
0.168,2.305E-2,-8.047E-2
0.185,2.324E-2,-8.058E-2
0.202,2.341E-2,-8.062E-2
0.219,2.366E-2,-8.064E-2
0.236,2.402E-2,-8.062E-2
0.253,2.436E-2,-8.067E-2
0.269,2.480E-2,-8.080E-2
0.286,2.497E-2,-8.085E-2
0.303,2.509E-2,-8.088E-2
0.320,2.510E-2,-8.083E-2
0.337,2.500E-2,-8.076E-2
0.354,2.479E-2,-8.077E-2
0.371,2.457E-2,-8.078E-2
0.387,2.439E-2,-8.076E-2
0.404,2.432E-2,-8.074E-2
0.421,2.436E-2,-8.074E-2
0.438,2.453E-2,-8.078E-2
0.455,2.471E-2,-8.085E-2
0.472,2.496E-2,-8.086E-2
0.488,2.525E-2,-8.090E-2
0.505,2.547E-2,-8.088E-2
0.522,2.555E-2,-8.088E-2
0.539,2.553E-2,-8.089E-2
0.556,2.548E-2,-8.090E-2
0.573,2.540E-2,-8.082E-2
0.589,2.524E-2,-8.078E-2
0.606,2.506E-2,-8.083E-2
0.623,2.497E-2,-8.079E-2
0.640,2.496E-2,-8.079E-2
0.657,2.507E-2,-8.082E-2
0.674,2.529E-2,-8.082E-2
0.691,2.556E-2,-8.083E-2
0.707,2.598E-2,-8.094E-2
0.724,2.628E-2,-8.101E-2
0.741,2.652E-2,-8.101E-2
0.758,2.662E-2,-8.098E-2
0.775,2.659E-2,-8.099E-2
0.792,2.636E-2,-8.099E-2
0.808,2.615E-2,-8.098E-2
0.825,2.591E-2,-8.096E-2
0.842,2.573E-2,-8.094E-2
0.859,2.552E-2,-8.089E-2
0.876,2.554E-2,-8.087E-2
0.893,2.575E-2,-8.087E-2
0.909,2.618E-2,-8.095E-2
0.926,2.654E-2,-8.100E-2
0.943,2.682E-2,-8.100E-2
0.960,2.698E-2,-8.105E-2
0.977,2.698E-2,-8.104E-2
0.994,2.684E-2,-8.101E-2
1.011,2.660E-2,-8.100E-2
1.027,2.626E-2,-8.101E-2
1.044,2.599E-2,-8.094E-2
1.061,2.577E-2,-8.094E-2
1.078,2.566E-2,-8.098E-2
1.095,2.570E-2,-8.096E-2
1.112,2.588E-2,-8.099E-2
1.128,2.609E-2,-8.099E-2
1.145,2.636E-2,-8.100E-2
1.162,2.653E-2,-8.102E-2
1.179,2.665E-2,-8.101E-2
1.196,2.659E-2,-8.102E-2
1.213,2.642E-2,-8.102E-2
1.229,2.617E-2,-8.099E-2
1.246,2.587E-2,-8.100E-2
1.263,2.559E-2,-8.096E-2
1.280,2.528E-2,-8.097E-2
1.297,2.506E-2,-8.097E-2
1.314,2.479E-2,-8.086E-2
1.331,2.477E-2,-8.084E-2
1.347,2.494E-2,-8.085E-2
1.364,2.515E-2,-8.088E-2
1.381,2.538E-2,-8.086E-2
1.398,2.560E-2,-8.085E-2
1.415,2.579E-2,-8.085E-2
1.432,2.597E-2,-8.094E-2
1.448,2.596E-2,-8.096E-2
1.465,2.578E-2,-8.095E-2
1.482,2.551E-2,-8.090E-2
1.499,2.534E-2,-8.087E-2
