,mass A,,
t,x,y,
0.000,-1.309E-3,-8.517E-2
0.017,-1.283E-3,-8.511E-2
0.034,-1.464E-3,-8.501E-2
0.051,-1.296E-3,-8.509E-2
0.067,-1.299E-3,-8.518E-2
0.084,-1.249E-3,-8.516E-2
0.101,-1.216E-3,-8.509E-2
0.118,-1.391E-3,-8.502E-2
0.135,-1.382E-3,-8.501E-2
0.152,-1.231E-3,-8.509E-2
0.168,-1.267E-3,-8.512E-2
0.185,-1.439E-3,-8.500E-2
0.202,-1.386E-3,-8.498E-2
0.219,-1.416E-3,-8.496E-2
0.236,-1.313E-3,-8.514E-2
0.253,-1.369E-3,-8.521E-2
0.269,-1.340E-3,-8.519E-2
0.286,-1.260E-3,-8.513E-2
0.303,-1.230E-3,-8.513E-2
0.320,-1.213E-3,-8.516E-2
0.337,-1.202E-3,-8.523E-2
0.354,-1.107E-3,-8.517E-2
0.371,-1.030E-3,-8.512E-2
0.387,-9.399E-4,-8.516E-2
0.404,-9.146E-4,-8.518E-2
0.421,-8.972E-4,-8.517E-2
0.438,-8.439E-4,-8.514E-2
0.455,-8.375E-4,-8.513E-2
0.472,-8.550E-4,-8.516E-2
0.488,-8.980E-4,-8.518E-2
0.505,-9.040E-4,-8.520E-2
0.522,-9.072E-4,-8.518E-2
0.539,-9.227E-4,-8.516E-2
0.556,-9.598E-4,-8.519E-2
0.573,-1.005E-3,-8.522E-2
0.589,-9.926E-4,-8.521E-2
0.606,-9.843E-4,-8.517E-2
0.623,-9.878E-4,-8.515E-2
0.640,-1.023E-3,-8.511E-2
0.657,-1.110E-3,-8.517E-2
0.674,-1.173E-3,-8.519E-2
0.691,-1.201E-3,-8.518E-2
0.707,-1.275E-3,-8.512E-2
0.724,-1.407E-3,-8.516E-2
0.741,-1.559E-3,-8.516E-2
0.758,-1.670E-3,-8.516E-2
0.775,-1.735E-3,-8.515E-2
0.792,-1.756E-3,-8.515E-2
0.808,-1.745E-3,-8.514E-2
0.825,-1.781E-3,-8.517E-2
0.842,-1.836E-3,-8.511E-2
0.859,-1.977E-3,-8.514E-2
0.876,-2.159E-3,-8.512E-2
0.893,-2.582E-3,-8.505E-2
0.909,-2.771E-3,-8.502E-2
0.926,-2.947E-3,-8.498E-2
0.943,-3.109E-3,-8.495E-2
0.960,-3.254E-3,-8.492E-2
0.977,-3.290E-3,-8.494E-2
